Step,./few_shot_ms2_allin1_extract/pickplace12345/2 - rollout/success_rate,Value,./few_shot_ms2_allin1_extract/pickplace23451/2 - rollout/success_rate
0.0,0.0,0.0,0.0
3001600.0,0.0,0.0,0.0
3002400.0,0.0,0.0,0.0
3003200.0,0.0,0.0,0.0
3004000.0,0.0,0.0,0.0
3004800.0,0.0,0.0,0.0
3005600.0,0.0,0.0,0.0
3006400.0,0.0,0.00860969370998278,0.0
3007200.0,0.0,0.007653061132559957,0.0
3008000.0,0.0,0.006887755070621763,0.0
3008800.0,0.0,0.006261595612052098,0.0
3009600.0,0.0,0.005739795977714419,0.0
3010400.0,0.0,0.005510203851226279,0.0
3011200.0,0.0,0.005510203851226279,0.0
3012000.0,0.0,0.005510203851226279,0.0
3012800.0,0.0,0.005510203851226279,0.0
3013600.0,0.0,0.005510203851226279,0.0
3014400.0,0.0,0.005510203851226279,0.0
3015200.0,0.0,0.005510203851226279,0.0
3016000.0,0.0,0.005510203851226279,0.0
3016800.0,0.0,0.0,0.0
3017600.0,0.0,0.0,0.0
3018400.0,0.0,0.0,0.0
3019200.0,0.0,0.0,0.0
3020000.0,0.0,0.0,0.0
3020800.0,0.0,0.0,0.0
3021600.0,0.0,0.0,0.0
3022400.0,0.0,0.0,0.0
3023200.0,0.0,0.0,0.0
3024000.0,0.0,0.0,0.0
3024800.0,0.0,0.0,0.0
3025600.0,0.0,0.005510203851226279,0.0
3026400.0,0.0,0.005510203851226279,0.0
3027200.0,0.0,0.005510203851226279,0.0
3028000.0,0.0,0.005510203851226279,0.0
3028800.0,0.0,0.005510203851226279,0.0
3029600.0,0.0,0.005510203851226279,0.0
3030400.0,0.0,0.011020407702452613,0.0
3031200.0,0.0,0.011020407702452613,0.0
3032000.0,0.0,0.011020407702452613,0.0
3032800.0,0.0,0.011020407702452613,0.0
3033600.0,0.0,0.011020407702452613,0.0
3034400.0,0.0,0.011020407702452613,0.0
3035200.0,0.0,0.011020407702452613,0.0
3036000.0,0.0,0.005510203851226279,0.0
3036800.0,0.0,0.011020407702452613,0.0
3037600.0,0.0,0.011020407702452613,0.0
3038400.0,0.0,0.011020407702452613,0.0
3039200.0,0.0,0.011020407702452613,0.0
3040000.0,0.0,0.005510203851226279,0.0
3040800.0,0.0,0.005510203851226279,0.0
3041600.0,0.0,0.005510203851226279,0.0
3042400.0,0.0,0.005510203851226279,0.0
3043200.0,0.0,0.005510203851226279,0.0
3044000.0,0.0,0.005510203851226279,0.0
3044800.0,0.0,0.005510203851226279,0.0
3045600.0,0.0,0.005510203851226279,0.005684210470591178
3046400.0,0.0,0.005510203851226279,0.005684210470591178
3047200.0,0.0,0.0,0.005684210470591178
3048000.0,0.0,0.0,0.005684210470591178
3048800.0,0.0,0.0,0.005684210470591178
3049600.0,0.0,0.0,0.005684210470591178
3050400.0,0.0,0.0,0.005684210470591178
3051200.0,0.0,0.0,0.005684210470591178
3052000.0,0.0,0.0,0.005684210470591178
3052800.0,0.0,0.0,0.005684210470591178
3053600.0,0.006000000024835221,0.0,0.005684210470591178
3054400.0,0.006000000024835221,0.0,0.005684210470591178
3055200.0,0.006000000024835221,0.0,0.005684210470591178
3056000.0,0.006000000024835221,0.0,0.0
3056800.0,0.006000000024835221,0.0,0.0
3057600.0,0.012000000049670502,0.0,0.0
3058400.0,0.012000000049670502,0.0,0.0
3059200.0,0.012000000049670502,0.0,0.0
3060000.0,0.012000000049670502,0.005510203851226279,0.0
3060800.0,0.012000000049670502,0.005510203851226279,0.0
3061600.0,0.012000000049670502,0.005510203851226279,0.0
3062400.0,0.012000000049670502,0.011020407702452613,0.0
3063200.0,0.012000000049670502,0.011020407702452613,0.0
3064000.0,0.006000000024835221,0.011020407702452613,0.0
3064800.0,0.006000000024835221,0.011020407702452613,0.0
3065600.0,0.006000000024835221,0.011020407702452613,0.0
3066400.0,0.006000000024835221,0.011020407702452613,0.0
3067200.0,0.0,0.016530611553678944,0.0
3068000.0,0.0,0.016530611553678944,0.0
3068800.0,0.0,0.016530611553678944,0.0
3069600.0,0.0,0.016530611553678944,0.0
3070400.0,0.0,0.016530611553678944,0.0
3071200.0,0.0,0.016530611553678944,0.0
3072000.0,0.0,0.016530611553678944,0.0
3072800.0,0.0,0.011020407702452613,0.0
3073600.0,0.0,0.011020407702452613,0.0
3074400.0,0.0,0.011020407702452613,0.0
3075200.0,0.0,0.011020407702452613,0.0
3076000.0,0.0,0.011020407702452613,0.0
3076800.0,0.0,0.011020407702452613,0.0
3077600.0,0.0,0.011020407702452613,0.0
3078400.0,0.0,0.011020407702452613,0.0
3079200.0,0.0,0.011020407702452613,0.0
3080000.0,0.0,0.005510203851226279,0.0
3080800.0,0.0,0.005510203851226279,0.0
3081600.0,0.0,0.005510203851226279,0.0
3082400.0,0.0,0.005510203851226279,0.0
3083200.0,0.0,0.005510203851226279,0.0
3084000.0,0.0,0.005510203851226279,0.0
3084800.0,0.0,0.005510203851226279,0.0
3085600.0,0.0,0.005510203851226279,0.0
3086400.0,0.0,0.005510203851226279,0.0
3087200.0,0.0,0.0,0.0
3088000.0,0.0,0.0,0.0
3088800.0,0.0,0.0,0.0
3089600.0,0.0,0.0,0.0
3090400.0,0.0,0.0,0.0
3091200.0,0.0,0.0,0.0
3092000.0,0.0,0.0,0.005684210470591178
3092800.0,0.0,0.0,0.005684210470591178
3093600.0,0.0,0.005510203851226279,0.005684210470591178
3094400.0,0.0,0.005510203851226279,0.005684210470591178
3095200.0,0.0,0.005510203851226279,0.005684210470591178
3096000.0,0.0,0.005510203851226279,0.005684210470591178
3096800.0,0.0,0.005510203851226279,0.005684210470591178
3097600.0,0.0,0.005510203851226279,0.005684210470591178
3098400.0,0.0,0.005510203851226279,0.005684210470591178
3099200.0,0.0,0.005510203851226279,0.005684210470591178
3100000.0,0.0,0.005510203851226279,0.005684210470591178
3100800.0,0.0,0.011020407702452613,0.005684210470591178
3101600.0,0.0,0.011020407702452613,0.005684210470591178
3102400.0,0.0,0.011020407702452613,0.0
3103200.0,0.0,0.011020407702452613,0.0
3104000.0,0.0,0.005510203851226279,0.0
3104800.0,0.0,0.005510203851226279,0.0
3105600.0,0.0,0.005510203851226279,0.0
3106400.0,0.0,0.005510203851226279,0.0
3107200.0,0.0,0.005510203851226279,0.0
3108000.0,0.0,0.005510203851226279,0.0
3108800.0,0.0,0.005510203851226279,0.0
3109600.0,0.0,0.005510203851226279,0.005684210470591178
3110400.0,0.0,0.005510203851226279,0.005684210470591178
3111200.0,0.0,0.0,0.005684210470591178
3112000.0,0.0,0.0,0.005684210470591178
3112800.0,0.0,0.005510203851226279,0.005684210470591178
3113600.0,0.0,0.011020407702452613,0.005684210470591178
3114400.0,0.0,0.016530611553678944,0.005684210470591178
3115200.0,0.0,0.016530611553678944,0.005684210470591178
3116000.0,0.006000000024835221,0.016530611553678944,0.005684210470591178
3116800.0,0.006000000024835221,0.022040815404905278,0.005684210470591178
3117600.0,0.006000000024835221,0.022040815404905278,0.005684210470591178
3118400.0,0.006000000024835221,0.027551020282487054,0.005684210470591178
3119200.0,0.006000000024835221,0.027551020282487054,0.0
3120000.0,0.006000000024835221,0.027551020282487054,0.0
3120800.0,0.006000000024835221,0.03306122310735789,0.0
3121600.0,0.006000000024835221,0.03306122310735789,0.0
3122400.0,0.006000000024835221,0.03306122310735789,0.0
3123200.0,0.006000000024835221,0.027551020282487054,0.0
3124000.0,0.006000000024835221,0.016530611553678944,0.0
3124800.0,0.006000000024835221,0.016530611553678944,0.0
3125600.0,0.006000000024835221,0.016530611553678944,0.0
3126400.0,0.0,0.016530611553678944,0.0
3127200.0,0.0,0.016530611553678944,0.0
3128000.0,0.0,0.027551020282487054,0.0
3128800.0,0.0,0.03857142798493972,0.0
3129600.0,0.0,0.04959183774010328,0.0
3130400.0,0.0,0.05510204056497416,0.0
3131200.0,0.0,0.06612244621471583,0.0
3132000.0,0.0,0.06612244621471583,0.0
3132800.0,0.0,0.07714285596987944,0.0
3133600.0,0.0,0.07714285596987944,0.0
3134400.0,0.0,0.07714285596987944,0.0
3135200.0,0.0,0.07714285596987944,0.0
3136000.0,0.0,0.07714285596987944,0.0
3136800.0,0.0,0.07714285596987944,0.0
3137600.0,0.0,0.06612244621471583,0.0
3138400.0,0.0,0.05510204056497416,0.0
3139200.0,0.0,0.044081630809810556,0.0
3140000.0,0.0,0.044081630809810556,0.0
3140800.0,0.0,0.03306122310735789,0.0
3141600.0,0.0,0.03306122310735789,0.0
3142400.0,0.0,0.03306122310735789,0.0
3143200.0,0.0,0.03306122310735789,0.0
3144000.0,0.0,0.03857142798493972,0.0
3144800.0,0.0,0.03857142798493972,0.0
3145600.0,0.0,0.05510204056497416,0.0
3146400.0,0.0,0.06061224338984499,0.0
3147200.0,0.0,0.07163264903958672,0.0
3148000.0,0.0,0.08265306290017216,0.0
3148800.0,0.0,0.0991836754802066,0.0
3149600.0,0.006000000024835221,0.08816326161962117,0.005684210470591178
3150400.0,0.006000000024835221,0.11020408112994833,0.005684210470591178
3151200.0,0.006000000024835221,0.12122448677969005,0.005684210470591178
3152000.0,0.006000000024835221,0.11571427984939728,0.005684210470591178
3152800.0,0.006000000024835221,0.12673469370998278,0.005684210470591178
3153600.0,0.006000000024835221,0.13224489242943172,0.01705263141177365
3154400.0,0.006000000024835221,0.14326529807917343,0.01705263141177365
3155200.0,0.006000000024835221,0.14326529807917343,0.01705263141177365
3156000.0,0.006000000024835221,0.13224489242943172,0.01705263141177365
3156800.0,0.006000000024835221,0.13224489242943172,0.01705263141177365
3157600.0,0.006000000024835221,0.13224489242943172,0.022736841882364883
3158400.0,0.006000000024835221,0.13224489242943172,0.022736841882364883
3159200.0,0.0,0.13224489242943172,0.022736841882364883
3160000.0,0.0,0.13224489242943172,0.01705263141177365
3160800.0,0.0,0.11571427984939728,0.01705263141177365
3161600.0,0.0,0.12122448677969005,0.01705263141177365
3162400.0,0.0,0.12673469370998278,0.01705263141177365
3163200.0,0.0,0.12122448677969005,0.01705263141177365
3164000.0,0.0,0.12122448677969005,0.005684210470591178
3164800.0,0.0,0.12673469370998278,0.005684210470591178
3165600.0,0.0,0.12673469370998278,0.005684210470591178
3166400.0,0.0,0.12673469370998278,0.005684210470591178
3167200.0,0.0,0.12673469370998278,0.005684210470591178
3168000.0,0.0,0.12673469370998278,0.0
3168800.0,0.0,0.14326529807917343,0.0
3169600.0,0.0,0.14326529807917343,0.0
3170400.0,0.0,0.1377550993597245,0.0
3171200.0,0.0,0.14326529807917343,0.0
3172000.0,0.0,0.1377550993597245,0.0
3172800.0,0.0,0.12673469370998278,0.0
3173600.0,0.0,0.11571427984939728,0.0
3174400.0,0.006000000024835221,0.11571427984939728,0.0
3175200.0,0.006000000024835221,0.12673469370998278,0.0
3176000.0,0.006000000024835221,0.1377550993597245,0.0
3176800.0,0.012000000049670502,0.14877551322030994,0.005684210470591178
3177600.0,0.018000000074505782,0.14326529807917343,0.005684210470591178
3178400.0,0.018000000074505782,0.15428571193975893,0.011368420941182414
3179200.0,0.018000000074505782,0.17081632451979337,0.011368420941182414
3180000.0,0.018000000074505782,0.17081632451979337,0.011368420941182414
3180800.0,0.024000000099341064,0.17081632451979337,0.011368420941182414
3181600.0,0.024000000099341064,0.1818367383803788,0.011368420941182414
3182400.0,0.03000000124176343,0.19836735096041325,0.011368420941182414
3183200.0,0.03000000124176343,0.19836735096041325,0.011368420941182414
3184000.0,0.024000000099341064,0.21489794711876017,0.011368420941182414
3184800.0,0.024000000099341064,0.2204081622598967,0.011368420941182414
3185600.0,0.024000000099341064,0.20387754967986224,0.011368420941182414
3186400.0,0.018000000074505782,0.1873469370998278,0.005684210470591178
3187200.0,0.018000000074505782,0.1873469370998278,0.005684210470591178
3188000.0,0.012000000049670502,0.19285713581927677,0.0
3188800.0,0.018000000074505782,0.17632652323924233,0.0
3189600.0,0.018000000074505782,0.15979591065920787,0.0
3190400.0,0.018000000074505782,0.16530612580034437,0.0
3191200.0,0.018000000074505782,0.17081632451979337,0.0
3192000.0,0.012000000049670502,0.15428571193975893,0.0
3192800.0,0.012000000049670502,0.15979591065920787,0.0
3193600.0,0.012000000049670502,0.15979591065920787,0.0
3194400.0,0.018000000074505782,0.15979591065920787,0.0
3195200.0,0.018000000074505782,0.17081632451979337,0.0
3196000.0,0.024000000099341064,0.17081632451979337,0.0
3196800.0,0.03000000124176343,0.17081632451979337,0.0
3197600.0,0.03000000124176343,0.15428571193975893,0.0
3198400.0,0.03000000124176343,0.14877551322030994,0.0
3199200.0,0.03000000124176343,0.16530612580034437,0.0
3200000.0,0.024000000099341064,0.17632652323924233,0.0
3200800.0,0.024000000099341064,0.17632652323924233,0.0
3201600.0,0.024000000099341064,0.1873469370998278,0.0
3202400.0,0.03000000124176343,0.1818367383803788,0.0
3203200.0,0.04200000129143399,0.19285713581927677,0.0
3204000.0,0.036000000149011564,0.17632652323924233,0.0
3204800.0,0.036000000149011564,0.1818367383803788,0.0
3205600.0,0.04200000129143399,0.17081632451979337,0.0
3206400.0,0.036000000149011564,0.1818367383803788,0.0
3207200.0,0.04200000129143399,0.17632652323924233,0.0
3208000.0,0.04200000129143399,0.1818367383803788,0.0
3208800.0,0.036000000149011564,0.1873469370998278,0.0
3209600.0,0.036000000149011564,0.1818367383803788,0.0
3210400.0,0.04200000129143399,0.1873469370998278,0.0
3211200.0,0.04800000019868213,0.1818367383803788,0.0
3212000.0,0.05400000357627874,0.16530612580034437,0.0
3212800.0,0.04800000019868213,0.17081632451979337,0.0
3213600.0,0.036000000149011564,0.19285713581927677,0.0
3214400.0,0.036000000149011564,0.19836735096041325,0.0
3215200.0,0.04200000129143399,0.19836735096041325,0.0
3216000.0,0.04800000019868213,0.19836735096041325,0.0
3216800.0,0.06000000248352693,0.21489794711876017,0.0
3217600.0,0.06000000248352693,0.23693877483993114,0.0
3218400.0,0.06600000139077505,0.2204081622598967,0.0
3219200.0,0.07200000029802318,0.21489794711876017,0.0
3220000.0,0.07799999920527137,0.2204081622598967,0.0
3220800.0,0.08400000258286798,0.20387754967986224,0.0
3221600.0,0.08400000258286798,0.2314285596987946,0.0
3222400.0,0.09600000039736432,0.2314285596987946,0.0
3223200.0,0.12000000496705386,0.2204081622598967,0.0
3224000.0,0.1259999994039535,0.2314285596987946,0.0
3224800.0,0.1380000061591468,0.25346938741996555,0.0
3225600.0,0.1259999994039535,0.2644897848588635,0.0
3226400.0,0.13200000278155016,0.275510198719449,0.0
3227200.0,0.1380000061591468,0.25346938741996555,0.0
3228000.0,0.1380000061591468,0.24795917227882905,0.0
3228800.0,0.1500000039736431,0.2865305961583469,0.0
3229600.0,0.15599999841054274,0.2865305961583469,0.0
